Seconds.milliseconds since 1970,Queue size of CMController,Acceleration value in x-direction,Acceleration value in y-direction,Acceleration value in z-direction,Label used for the current sample
1352711985.845,0,-0.055003,0.018420,0.017693,0
1352711985.856,0,-0.055968,0.012159,0.004617,0
1352711985.867,0,-0.061017,0.018132,0.012695,0
1352711985.878,0,-0.062319,0.019149,0.005240,0
1352711985.888,0,-0.063867,0.038071,0.000820,0
1352711985.899,0,-0.045456,0.055253,-0.007710,0
1352711985.910,0,-0.039961,0.046313,-0.025728,0
1352711985.921,0,-0.006909,0.026045,-0.032871,0
1352711985.931,0,0.029969,0.002758,-0.019732,0
1352711985.942,0,0.025857,-0.008151,-0.010623,0
1352711985.953,0,-0.003406,0.010865,-0.002347,0
1352711985.963,0,-0.028961,0.022541,0.015483,0
1352711985.974,0,-0.043342,0.024426,0.019442,0
1352711985.985,0,-0.037612,0.007995,0.037436,0
1352711985.996,0,-0.019734,0.005420,-0.011615,0
1352711986.006,0,-0.009493,0.014308,-0.029361,0
1352711986.017,0,0.008810,0.005635,-0.005597,0
1352711986.028,0,0.010038,-0.003718,0.007645,0
1352711986.039,0,0.000205,0.009494,0.011324,0
1352711986.049,0,-0.004773,0.024004,0.006584,0
1352711986.060,0,-0.012671,0.018504,-0.003458,0
1352711986.071,0,-0.007394,0.006569,-0.002449,0
1352711986.082,0,0.005656,-0.005232,0.004175,0
1352711986.092,0,0.022561,-0.005833,-0.010621,0
1352711986.103,0,0.035743,-0.007814,-0.043059,0
1352711986.114,0,0.036742,-0.005838,-0.031592,0
1352711986.125,0,0.019257,-0.003239,-0.022452,0
1352711986.135,0,-0.001795,0.016420,-0.017837,0
1352711986.146,0,-0.020326,0.020594,-0.011786,0
1352711986.157,0,-0.009292,0.014597,-0.008006,0
1352711986.168,0,0.002391,0.004558,-0.009487,0
1352711986.178,0,0.029548,-0.024781,0.008250,0
1352711986.189,0,0.050193,-0.032975,0.018053,0
1352711986.200,0,0.033407,-0.016258,0.011036,0
1352711986.211,0,0.014243,-0.003721,0.021619,0
1352711986.221,0,0.003550,-0.001394,0.051359,0
1352711986.232,0,0.002287,0.004684,0.030575,0
1352711986.243,0,0.003511,0.010637,-0.005778,0
1352711986.254,0,0.002169,0.010613,-0.023631,0
1352711986.264,0,0.011424,0.004750,-0.025186,0
1352711986.275,0,0.007602,0.000812,-0.026203,0
1352711986.286,0,0.002617,0.005279,-0.019999,0
1352711986.297,0,0.000577,0.009722,-0.009578,0
1352711986.307,0,-0.007132,0.011301,0.005168,0
1352711986.318,0,-0.001826,-0.000549,0.016802,0
1352711986.329,0,0.006719,-0.007672,0.020031,0
1352711986.340,0,-0.015196,0.016005,-0.003801,0
1352711986.350,0,-0.026378,0.022533,-0.011917,0
1352711986.361,0,-0.022184,0.018708,-0.025346,0
1352711986.372,0,-0.012098,0.009788,-0.026305,0
1352711986.383,0,-0.010640,0.009062,-0.023234,0
1352711986.393,0,-0.020471,0.008755,0.008891,0
1352711986.404,0,-0.018270,-0.001962,0.057395,0
1352711986.415,0,-0.014836,0.002374,0.054472,0
1352711986.426,0,-0.028124,0.010231,0.041813,0
1352711986.436,0,-0.054387,0.019503,0.025678,0
1352711986.447,0,-0.063157,0.022043,0.017698,0
1352711986.458,0,-0.033112,0.014444,0.000274,0
1352711986.469,0,-0.024907,-0.000861,0.022333,0
1352711986.479,0,-0.015735,-0.000819,0.024050,0
1352711986.490,0,-0.010701,0.004964,0.009606,0
1352711986.501,0,-0.016401,0.000519,0.005061,0
1352711986.512,0,-0.012101,-0.000377,0.011914,0
1352711986.522,0,-0.011346,-0.001425,0.004308,0
1352711986.533,0,-0.003742,0.000115,0.007084,0
1352711986.544,0,-0.004276,-0.002768,0.016376,0
1352711986.555,0,-0.000627,-0.007466,-0.004243,0
1352711986.565,0,-0.006267,-0.004371,-0.021314,0
1352711986.576,0,-0.009791,0.008087,-0.032039,0
1352711986.587,0,-0.002413,0.006754,-0.040743,0
1352711986.597,0,-0.004216,0.008977,-0.048273,0
1352711986.608,0,-0.011582,0.011588,-0.061968,0
1352711986.619,0,-0.024998,0.019593,-0.069636,0
1352711986.630,0,-0.023315,0.022984,-0.063752,0
1352711986.640,0,-0.026563,0.018975,-0.057895,0
1352711986.651,0,-0.030408,0.018385,-0.066518,0
1352711986.662,0,-0.030975,0.014159,-0.061861,0
1352711986.673,0,-0.025064,0.008124,-0.027180,0
1352711986.683,0,-0.014608,0.003204,0.001354,0
1352711986.694,0,-0.025811,0.009622,0.011334,0
1352711986.705,0,-0.032021,0.021895,0.009894,0
1352711986.716,0,-0.034570,0.026813,-0.001955,0
1352711986.726,0,-0.034212,0.026251,-0.022843,0
1352711986.737,0,-0.055901,0.040717,-0.040787,0
1352711986.748,0,-0.075711,0.050607,-0.056094,0
1352711986.759,0,-0.068924,0.043185,-0.081847,0
1352711986.769,0,-0.040622,0.034958,-0.114723,0
1352711986.780,0,-0.027449,0.026325,-0.112907,0
1352711986.791,0,-0.056565,0.042871,-0.092467,0
1352711986.802,0,-0.102085,0.067408,-0.075880,0
1352711986.812,0,-0.096504,0.053236,-0.043528,0
1352711986.823,0,-0.075384,0.036341,-0.025381,0
1352711986.834,0,-0.053647,0.021648,-0.011517,0
1352711986.845,0,-0.048789,0.020280,0.015123,0
1352711986.855,0,-0.110688,0.070614,0.084860,0
1352711986.866,0,-0.070022,0.009858,0.041987,0
1352711986.877,0,0.004004,-0.018770,0.004318,0
1352711986.888,0,0.023390,-0.007875,0.018134,0
1352711986.898,0,0.015972,-0.008379,0.026142,0
1352711986.909,0,0.009477,-0.001930,-0.009680,0
1352711986.920,0,0.045369,-0.006894,-0.107272,0
1352711986.931,0,0.064290,-0.014352,-0.134487,0
1352711986.941,0,0.072800,-0.007627,-0.104423,0
1352711986.952,0,0.052863,-0.004218,-0.063852,0
1352711986.963,0,0.023994,0.009191,-0.027787,0
1352711986.974,0,-0.009483,0.031437,-0.021946,0
1352711986.984,0,-0.036445,0.038605,-0.024544,0
1352711986.995,0,-0.040451,0.027483,-0.035379,0
1352711987.006,0,-0.015308,0.007903,-0.025853,0
1352711987.017,0,0.003803,0.003540,-0.018836,0
1352711987.027,0,0.015371,0.000282,-0.025632,0
1352711987.038,0,0.050220,-0.019027,0.005571,0
1352711987.049,0,0.066525,-0.030219,0.020754,0
1352711987.060,0,0.080628,-0.030252,0.025178,0
1352711987.070,0,0.059765,-0.003311,0.017943,0
1352711987.081,0,0.017855,0.016347,0.002054,0
1352711987.092,0,-0.000567,0.018621,-0.047282,0
1352711987.103,0,0.013110,0.015836,-0.076721,0
1352711987.113,0,0.027132,0.024023,-0.062319,0
1352711987.124,0,0.048537,0.011090,-0.040065,0
1352711987.135,0,0.039808,0.002514,-0.052842,0
1352711987.146,0,-0.009972,0.022969,-0.049517,0
1352711987.156,0,-0.077438,0.040030,-0.004920,0
1352711987.167,0,-0.049668,0.036324,0.003390,0
1352711987.178,0,-0.023823,0.027935,-0.051887,0
1352711987.189,0,-0.058330,0.047578,-0.112829,0
1352711987.199,0,-0.087749,0.054135,-0.113093,0
1352711987.210,0,-0.083877,0.051911,-0.093520,0
1352711987.221,0,-0.072443,0.040482,-0.081957,0
1352711987.231,0,-0.069690,0.034040,-0.058332,0
1352711987.242,0,-0.061297,0.025627,-0.026292,0
1352711987.253,0,-0.056119,0.014656,-0.029928,0
1352711987.264,0,-0.050959,0.021570,-0.017613,0
1352711987.274,0,-0.002197,0.005759,0.012798,0
1352711987.285,0,0.027715,0.002719,0.008724,0
1352711987.296,0,0.029077,-0.015018,0.042370,0
1352711987.307,0,0.017460,-0.035848,0.065483,0
1352711987.317,0,0.004985,-0.027453,0.063429,0
1352711987.328,0,0.001902,-0.027879,0.072672,0
1352711987.339,0,0.001185,-0.039492,0.082871,0
1352711987.350,0,-0.023018,-0.026455,0.058680,0
1352711987.360,0,-0.040423,0.006787,0.065795,0
1352711987.371,0,-0.032820,0.020391,0.062925,0
1352711987.382,0,-0.019175,0.020866,0.000839,0
1352711987.393,0,-0.030427,0.023199,-0.005657,0
1352711987.403,0,-0.032961,0.014995,0.000015,0
1352711987.414,0,-0.028380,0.004851,-0.027556,0
1352711987.425,0,-0.005221,0.008471,-0.060278,0
1352711987.436,0,0.012837,0.002345,-0.085874,0
1352711987.446,0,0.009785,-0.005061,-0.106331,0
1352711987.457,0,0.007159,-0.003939,-0.095052,0
1352711987.468,0,0.010025,-0.002412,-0.064047,0
1352711987.479,0,0.011913,-0.008699,-0.043429,0
1352711987.489,0,0.026480,-0.026354,-0.046854,0
1352711987.500,0,0.020913,-0.025739,-0.069546,0
1352711987.511,0,0.009206,-0.014786,-0.066847,0
1352711987.522,0,-0.028320,0.007735,-0.024793,0
1352711987.532,0,-0.031303,-0.001164,-0.021448,0
1352711987.543,0,-0.002445,0.001329,-0.027985,0
1352711987.554,0,0.006286,0.010234,-0.040069,0
1352711987.565,0,-0.013527,0.014652,-0.055230,0
1352711987.575,0,-0.027343,0.038116,-0.057284,0
1352711987.586,0,-0.031949,0.049036,-0.065814,0
1352711987.597,0,-0.040304,0.061188,-0.075550,0
1352711987.608,0,-0.041301,0.051957,-0.048247,0
1352711987.618,0,-0.050630,0.024793,-0.011691,0
1352711987.629,0,-0.069725,0.033543,0.013131,0
1352711987.640,0,-0.052011,0.028753,0.016360,0
1352711987.651,0,-0.029665,0.009540,-0.001324,0
1352711987.661,0,-0.007829,-0.001572,0.005806,0
1352711987.672,0,0.007235,-0.007169,0.018190,0
1352711987.683,0,-0.012004,0.020426,-0.003230,0
1352711987.694,0,-0.007547,0.028214,-0.042683,0
1352711987.704,0,0.022302,0.002187,-0.086982,0
1352711987.715,0,0.034714,-0.020970,-0.113121,0
1352711987.726,0,0.031646,-0.013548,-0.111574,0
1352711987.737,0,0.011444,-0.011376,-0.086098,0
1352711987.747,0,-0.006493,-0.023960,-0.057090,0
1352711987.758,0,-0.034896,-0.021735,-0.031566,0
1352711987.769,0,-0.043547,-0.021174,-0.038424,0
1352711987.780,0,-0.036279,-0.025068,-0.014275,0
1352711987.790,0,-0.026266,-0.021215,0.011256,0
1352711987.801,0,-0.026803,-0.015153,0.008049,0
1352711987.812,0,-0.008423,-0.008955,0.014595,0
1352711987.823,0,0.008149,-0.014918,0.033469,0
1352711987.833,0,0.010169,-0.027507,0.066060,0
1352711987.844,0,0.007462,-0.035645,0.110625,0
1352711987.855,0,-0.002483,-0.028391,0.113454,0
1352711987.865,0,-0.016943,-0.000736,0.070138,0
1352711987.876,0,-0.019744,0.019517,-0.085808,0
1352711987.887,0,-0.012163,0.024783,-0.135824,0
1352711987.898,0,0.002851,0.016200,-0.132937,0
1352711987.908,0,0.002861,0.004479,-0.090784,0
1352711987.919,0,-0.006079,-0.013388,-0.006972,0
1352711987.930,0,-0.025952,-0.005178,0.055643,0
1352711987.941,0,-0.050004,0.015672,0.083059,0
1352711987.951,0,-0.050221,0.023586,0.085198,0
1352711987.962,0,-0.050127,0.026189,0.080597,0
1352711987.973,0,-0.052325,0.016715,0.093681,0
1352711987.984,0,-0.054337,0.014722,0.061347,0
1352711987.994,0,-0.047364,0.011376,0.004518,0
1352711988.005,0,-0.025662,0.006490,-0.077232,0
1352711988.016,0,-0.007188,0.005241,-0.139118,0
1352711988.027,0,0.011054,-0.009792,-0.178786,0
1352711988.037,0,0.028235,-0.030351,-0.185510,0
1352711988.048,0,0.058612,-0.043119,-0.129958,0
1352711988.059,0,0.063514,-0.042904,-0.050401,0
1352711988.070,0,0.044282,-0.032051,-0.017317,0
1352711988.080,0,0.024183,-0.013991,-0.010594,0
1352711988.091,0,-0.001425,0.007312,0.002212,0
1352711988.102,0,-0.031928,0.036246,0.013612,0
1352711988.113,0,-0.053654,0.014700,-0.085572,0
1352711988.123,0,0.042866,0.014768,-0.180079,0
1352711988.134,0,0.189511,-0.012213,-0.042118,0
1352711988.145,0,0.172844,-0.055504,-0.014085,0
1352711988.156,0,0.059989,0.013558,0.005394,0
1352711988.166,0,-0.003934,0.019471,0.018447,0
1352711988.177,0,-0.018014,0.000401,0.028329,0
1352711988.188,0,-0.034195,0.000581,-0.007438,0
1352711988.199,0,-0.053366,0.007940,-0.047111,0
1352711988.209,0,-0.094842,0.008371,-0.034943,0
1352711988.220,0,-0.108036,0.012227,-0.011291,0
1352711988.231,0,-0.065812,0.012863,-0.014592,0
1352711988.242,0,-0.026344,0.008104,-0.043251,0
1352711988.252,0,0.001502,-0.003632,-0.064454,0
1352711988.263,0,0.005772,0.002972,-0.049429,0
1352711988.274,0,0.005869,0.011972,-0.039371,0
1352711988.285,0,0.004573,0.020382,-0.073740,0
1352711988.295,0,0.015059,0.014281,-0.094385,0
1352711988.306,0,0.042213,-0.008255,-0.082808,0
1352711988.317,0,0.040973,-0.002629,-0.053493,0
1352711988.328,0,0.036427,-0.010629,-0.032227,0
1352711988.338,0,0.037456,-0.018348,-0.018326,0
1352711988.349,0,0.008930,0.001824,-0.013999,0
1352711988.360,0,-0.038923,0.017885,0.002336,0
1352711988.371,0,-0.110261,0.038073,-0.001455,0
1352711988.381,0,-0.092602,0.054063,-0.018386,0
1352711988.392,0,-0.009820,0.010857,-0.048393,0
1352711988.403,0,-0.027904,0.008734,-0.015556,0
1352711988.414,0,-0.006677,-0.011246,0.018780,0
1352711988.424,0,-0.015868,-0.005236,0.009308,0
1352711988.435,0,-0.013019,-0.014445,0.016878,0
1352711988.446,0,-0.013572,-0.016464,0.009280,0
1352711988.457,0,-0.036055,0.021800,-0.031152,0
1352711988.467,0,-0.029940,0.036710,-0.036441,0
1352711988.478,0,-0.000048,0.020980,-0.041525,0
1352711988.489,0,0.015125,0.002334,-0.039860,0
1352711988.499,0,0.024377,-0.001504,-0.040977,0
1352711988.510,0,0.030983,-0.003960,-0.054118,0
1352711988.521,0,0.046906,-0.025146,-0.053927,0
1352711988.532,0,0.039587,-0.037834,-0.050109,0
1352711988.542,0,0.033000,-0.019987,-0.056120,0
1352711988.553,0,0.036367,-0.022397,-0.046608,0
1352711988.564,0,-0.009730,-0.015444,-0.025009,0
1352711988.575,0,-0.049732,-0.004511,-0.017334,0
1352711988.585,0,-0.000295,0.006877,-0.043143,0
1352711988.596,0,0.010235,-0.001500,-0.034595,0
1352711988.607,0,0.010929,-0.014186,-0.016752,0
1352711988.618,0,0.003790,-0.019376,-0.023430,0
1352711988.628,0,-0.000312,-0.016095,-0.027055,0
1352711988.639,0,-0.007819,-0.007444,-0.026783,0
1352711988.650,0,-0.024019,0.001455,-0.009573,0
1352711988.661,0,-0.006940,-0.033749,0.012047,0
1352711988.671,0,-0.004454,-0.033707,0.027838,0
1352711988.682,0,-0.027000,0.005597,0.003881,0
1352711988.693,0,-0.035385,0.042994,-0.033612,0
1352711988.704,0,-0.017092,0.034947,-0.035138,0
1352711988.714,0,-0.001763,0.020676,-0.041381,0
1352711988.725,0,0.016508,0.014180,-0.043262,0
1352711988.736,0,0.000624,0.025948,-0.048448,0
1352711988.747,0,-0.031274,0.039061,-0.038013,0
1352711988.757,0,-0.039204,0.028382,-0.035786,0
1352711988.768,0,-0.032830,0.011307,-0.035360,0
1352711988.779,0,-0.027988,-0.005796,-0.034583,0
1352711988.790,0,-0.012564,-0.025306,-0.038071,0
1352711988.800,0,-0.005064,-0.028645,-0.048110,0
1352711988.811,0,-0.019715,-0.017236,-0.040946,0
1352711988.822,0,-0.012042,-0.023454,-0.035861,0
1352711988.833,0,-0.010387,-0.028774,-0.023831,0
1352711988.843,0,-0.005501,-0.038660,-0.022627,0
1352711988.854,0,-0.003295,-0.036552,-0.029731,0
1352711988.865,0,0.003909,-0.021909,-0.032975,0
1352711988.876,0,-0.004226,-0.010974,-0.039110,0
1352711988.886,0,-0.011652,-0.006779,-0.033559,0
1352711988.897,0,-0.010952,-0.008775,-0.030451,0
1352711988.908,0,-0.002107,-0.011954,-0.036851,0
1352711988.919,0,0.009448,-0.019644,-0.045536,0
1352711988.929,0,0.014556,-0.032300,-0.036313,0
1352711988.940,0,0.013520,-0.026945,-0.040335,0
1352711988.951,0,-0.000744,-0.008190,-0.045094,0
1352711988.962,0,-0.009243,-0.002876,-0.038804,0
1352711988.972,0,-0.008655,-0.001219,-0.034850,0
1352711988.983,0,-0.001012,-0.002375,-0.026914,0
1352711988.994,0,0.010227,-0.002493,-0.014616,0
1352711989.005,0,0.009274,-0.008010,0.004537,0
1352711989.015,0,-0.018693,-0.008499,0.007331,0
1352711989.026,0,-0.025120,0.004616,-0.008089,0
1352711989.037,0,-0.019934,0.021314,-0.033281,0
1352711989.048,0,-0.002697,0.009227,-0.037297,0
1352711989.058,0,-0.009909,0.007549,-0.043836,0
1352711989.069,0,-0.011826,0.011444,-0.054143,0
1352711989.080,0,-0.018398,0.015625,-0.040153,0
1352711989.091,0,-0.025279,0.014181,-0.031772,0
1352711989.101,0,-0.016461,0.009468,-0.036941,0
1352711989.112,0,-0.008827,0.002775,-0.032955,0
1352711989.123,0,-0.002814,-0.000470,-0.029380,0
1352711989.133,0,-0.004529,-0.001217,-0.032628,0
1352711989.144,0,0.004920,-0.005109,-0.031918,0
1352711989.155,0,0.001823,-0.000393,-0.040149,0
1352711989.166,0,-0.007159,-0.012876,-0.029683,0
1352711989.176,0,-0.003081,-0.008561,-0.037563,0
1352711989.187,0,-0.004416,-0.006719,-0.030767,0
1352711989.198,0,-0.004097,-0.008903,-0.028948,0
1352711989.209,0,-0.008735,-0.006764,-0.023751,0
1352711989.219,0,-0.009723,-0.009417,-0.017066,0
1352711989.230,0,-0.011426,-0.012540,-0.019320,0
1352711989.241,0,-0.003835,-0.014572,-0.025432,0
1352711989.252,0,0.002532,-0.012673,-0.026258,0
1352711989.262,0,0.003017,-0.012796,-0.027393,0
1352711989.273,0,0.003733,-0.018543,-0.024489,0
1352711989.284,0,0.010471,-0.049131,-0.007311,0
1352711989.295,0,0.011739,-0.036611,-0.011839,0
1352711989.305,0,0.013517,-0.023424,-0.024604,0
1352711989.316,0,0.012684,-0.016639,-0.015840,0
1352711989.327,0,0.002085,-0.013374,-0.019232,0
1352711989.338,0,-0.009622,-0.005768,-0.026299,0
1352711989.348,0,0.002216,-0.001073,-0.030819,0
1352711989.359,0,0.000382,-0.003591,-0.021413,0
1352711989.370,0,-0.003915,0.000955,-0.013958,0
1352711989.381,0,-0.000946,0.005025,-0.008135,0
1352711989.391,0,-0.002131,0.010082,-0.024676,0
1352711989.402,0,0.020704,0.019190,-0.042180,0
1352711989.413,0,0.019514,0.006094,-0.030227,0
1352711989.424,0,0.002996,-0.006280,-0.011360,0
1352711989.434,0,-0.009469,-0.010476,0.002935,0
1352711989.445,0,-0.005947,-0.004662,0.001688,0
1352711989.456,0,-0.004018,0.001302,-0.006870,0
1352711989.467,0,-0.000019,0.007389,-0.011846,0
1352711989.477,0,-0.009059,0.009222,-0.015199,0
1352711989.488,0,-0.018095,0.017721,-0.016650,0
1352711989.499,0,-0.009647,0.010522,-0.005390,0
1352711989.510,0,0.002765,-0.002591,-0.003465,0
1352711989.520,0,0.009449,-0.007180,-0.014758,0
1352711989.531,0,0.007108,-0.004393,-0.015558,0
1352711989.542,0,-0.003000,0.000673,-0.018616,0
1352711989.553,0,0.003597,0.003100,-0.019931,0
1352711989.563,0,-0.000242,0.003792,-0.023872,0
1352711989.574,0,-0.003234,0.003497,-0.021907,0
1352711989.585,0,0.001726,-0.003964,-0.009714,0
1352711989.596,0,0.002333,-0.016542,-0.002725,0
1352711989.606,0,-0.001895,-0.019215,0.003088,0
1352711989.617,0,0.001178,-0.013505,-0.004374,0
1352711989.628,0,0.009119,-0.001618,-0.014719,0
1352711989.639,0,-0.013403,0.003735,-0.001968,0
1352711989.649,0,-0.004233,-0.000190,-0.000996,0
1352711989.660,0,-0.013314,0.003490,-0.001719,0
1352711989.671,0,-0.015197,0.004412,0.004751,0
1352711989.682,0,-0.010480,0.004690,0.004910,0
1352711989.692,0,-0.010730,0.003099,-0.005502,0
1352711989.703,0,-0.013261,0.009662,-0.008466,0
1352711989.714,0,-0.008091,0.005988,-0.008811,0
1352711989.724,0,-0.011826,0.007315,-0.011145,0
1352711989.735,0,-0.011177,0.016923,-0.020382,0
1352711989.746,0,-0.009752,0.015648,-0.025352,0
1352711989.757,0,-0.004680,0.014650,-0.026331,0
1352711989.767,0,-0.003596,0.021113,-0.031888,0
1352711989.778,0,0.002106,0.017631,-0.025928,0
1352711989.789,0,-0.001927,0.014031,-0.014270,0
1352711989.800,0,-0.009365,0.012514,-0.005049,0
1352711989.810,0,-0.007593,0.002626,-0.003571,0
1352711989.821,0,0.004240,0.006205,-0.015780,0
1352711989.832,0,0.011525,0.011162,-0.026000,0
1352711989.843,0,0.010079,0.009584,-0.021649,0
1352711989.853,0,-0.001479,0.005583,-0.006120,0
1352711989.864,0,-0.005269,-0.003073,-0.002908,0
1352711989.875,0,-0.001299,0.003413,-0.014206,0
1352711989.886,0,0.000113,0.000787,-0.008838,0
1352711989.896,0,0.002750,-0.012302,-0.003540,0
1352711989.907,0,0.001472,-0.015192,-0.009165,0
1352711989.918,0,-0.009606,-0.009244,-0.018853,0
1352711989.929,0,-0.008893,-0.000717,-0.025750,0
1352711989.939,0,-0.006416,-0.004619,-0.023307,0
1352711989.950,0,-0.000326,-0.010452,-0.013519,0
1352711989.961,0,0.001035,-0.019463,-0.000278,0
1352711989.972,0,-0.007180,-0.019819,0.004745,0
1352711989.982,0,-0.023067,-0.012110,0.014609,0
1352711989.993,0,-0.030334,0.012174,-0.006960,0
1352711990.004,0,-0.025461,0.018858,-0.017737,0
1352711990.015,0,-0.020780,0.013389,-0.007382,0
1352711990.025,0,-0.016629,0.003224,-0.003674,0
1352711990.036,0,-0.014072,0.002257,-0.004199,0
1352711990.047,0,-0.006552,0.001266,-0.005110,0
1352711990.058,0,-0.002732,0.001593,-0.009903,0
1352711990.068,0,-0.009158,0.005419,-0.014472,0
1352711990.079,0,-0.009198,0.011033,-0.014494,0
1352711990.090,0,0.001171,0.004163,-0.002048,0
1352711990.101,0,0.003584,-0.000875,-0.005716,0
1352711990.111,0,0.020087,0.006419,-0.018608,0
1352711990.122,0,0.019690,0.008563,-0.020667,0
1352711990.133,0,0.000046,0.012907,-0.020582,0
1352711990.144,0,0.002970,0.018839,-0.028643,0
1352711990.154,0,0.005098,0.023249,-0.028445,0
1352711990.165,0,0.000356,0.021083,-0.037192,0
1352711990.176,0,0.005164,0.018830,-0.029324,0
1352711990.187,0,0.012799,0.001960,0.006716,0
1352711990.197,0,0.009189,-0.027842,0.012282,0
1352711990.208,0,0.008383,-0.028746,-0.003645,0
1352711990.219,0,0.011027,-0.003975,-0.024441,0
1352711990.230,0,-0.004139,0.030732,-0.022282,0
1352711990.240,0,-0.015336,0.010895,0.004473,0
1352711990.251,0,-0.021442,-0.007146,0.010425,0
1352711990.262,0,-0.013798,-0.004936,0.010040,0
1352711990.273,0,-0.008028,0.005918,-0.010182,0
1352711990.283,0,0.003406,0.012944,-0.018051,0
1352711990.294,0,-0.001925,0.007339,-0.018764,0
1352711990.305,0,-0.003708,-0.001145,-0.021681,0
1352711990.316,0,0.004999,-0.007516,-0.009418,0
1352711990.326,0,0.015510,-0.010081,-0.004617,0
1352711990.337,0,0.017079,-0.015316,-0.013773,0
1352711990.348,0,0.029610,0.008297,-0.029448,0
1352711990.359,0,0.027174,0.011051,-0.020158,0
1352711990.369,0,0.005035,0.011145,-0.007881,0
1352711990.380,0,-0.008094,0.003818,-0.003939,0
1352711990.391,0,-0.002903,-0.000279,-0.012395,0
1352711990.401,0,-0.005333,0.008137,-0.012507,0
1352711990.412,0,-0.008077,0.016465,-0.020284,0
1352711990.423,0,-0.020793,0.021994,-0.011464,0
1352711990.434,0,-0.026101,0.012421,-0.009095,0
1352711990.444,0,-0.027594,0.012025,-0.021611,0
1352711990.455,0,-0.031738,0.024363,-0.033363,0
1352711990.466,0,-0.008929,0.007479,-0.025874,0
1352711990.477,0,-0.010120,0.001182,-0.023345,0
1352711990.487,0,-0.000898,0.002367,-0.028336,0
1352711990.498,0,0.003753,0.007266,-0.016992,0
1352711990.509,0,-0.021714,0.015651,-0.012242,0
1352711990.520,0,-0.035076,0.011493,-0.006504,0
1352711990.530,0,-0.018444,0.000740,-0.012250,0
1352711990.541,0,-0.004392,-0.000834,-0.020886,0
1352711990.552,0,-0.018955,0.003510,-0.017738,0
1352711990.563,0,-0.016702,0.004674,-0.018977,0
1352711990.573,0,-0.007508,-0.003066,-0.008410,0
1352711990.584,0,0.011440,-0.017472,-0.011805,0
1352711990.595,0,0.016171,-0.004082,-0.026549,0
1352711990.606,0,0.015201,-0.005040,-0.026620,0
1352711990.616,0,0.005781,-0.011534,-0.011771,0
1352711990.627,0,-0.000065,-0.016177,0.005201,0
1352711990.638,0,-0.006550,-0.011815,0.014026,0
1352711990.649,0,-0.015175,-0.008779,0.016328,0
1352711990.659,0,-0.018732,-0.001534,-0.007635,0
1352711990.670,0,-0.012865,0.014197,-0.032644,0
1352711990.681,0,0.000363,0.029735,-0.042628,0
1352711990.692,0,0.007480,0.005305,-0.031413,0
1352711990.702,0,0.006778,-0.021550,0.009543,0
1352711990.713,0,-0.001063,-0.006540,0.006149,0
1352711990.724,0,-0.012108,0.008312,0.000059,0
1352711990.735,0,-0.005965,0.002624,-0.015918,0
1352711990.745,0,0.010624,-0.002832,-0.016632,0
1352711990.756,0,0.011388,0.002617,-0.024389,0
1352711990.767,0,0.011665,0.005821,-0.027922,0
1352711990.778,0,0.007595,0.012091,-0.026786,0
1352711990.788,0,0.005132,0.017485,-0.013230,0
1352711990.799,0,-0.001365,0.010188,0.000317,0
1352711990.810,0,-0.009339,0.004688,0.002653,0
1352711990.821,0,0.015560,0.010583,-0.030983,0
1352711990.831,0,0.021355,0.008725,-0.034028,0
1352711990.842,0,0.005206,0.014914,-0.033683,0
1352711990.853,0,-0.007690,0.021845,-0.022704,0
1352711990.864,0,-0.005941,0.017684,-0.017274,0
1352711990.874,0,-0.009543,0.021175,-0.021222,0
1352711990.885,0,-0.013753,0.025977,-0.023029,0
1352711990.896,0,0.093008,-0.253643,0.090403,0
1352711990.907,0,-0.036581,0.087341,0.144633,0
1352711990.917,0,-0.062413,0.145194,-0.209605,0
1352711990.928,0,-0.037198,0.057673,-0.115602,0
1352711990.939,0,0.004092,-0.007825,-0.006642,0
1352711990.950,0,-0.014838,-0.014526,0.007200,0
1352711990.960,0,-0.026236,0.010830,-0.027645,0
1352711990.971,0,-0.016272,0.004768,-0.017326,0
1352711990.982,0,-0.023393,-0.013221,-0.013600,0
1352711990.993,0,-0.025302,-0.017763,0.000966,0
1352711991.003,0,-0.020329,-0.019468,0.002749,0
1352711991.014,0,-0.013963,-0.024617,-0.000726,0
1352711991.025,0,-0.023187,-0.020017,-0.002405,0
1352711991.035,0,-0.041402,-0.010534,-0.010801,0
1352711991.046,0,-0.047950,0.004026,-0.015293,0
1352711991.057,0,-0.034987,0.008135,-0.005419,0
1352711991.068,0,-0.022793,-0.006253,0.010689,0
1352711991.078,0,-0.020859,-0.004974,0.012867,0
1352711991.089,0,-0.023195,0.005680,-0.000981,0
1352711991.100,0,-0.027035,0.025325,-0.011350,0
1352711991.111,0,-0.025954,0.023464,-0.012289,0
1352711991.121,0,-0.016312,0.008278,-0.005912,0
1352711991.132,0,-0.009581,0.004139,0.003925,0
1352711991.143,0,-0.004747,0.005070,-0.002547,0
1352711991.154,0,-0.002966,0.013510,-0.003197,0
1352711991.164,0,-0.012481,0.012910,-0.004692,0
1352711991.175,0,-0.005725,0.038984,-0.023027,0
1352711991.186,0,-0.001635,0.039280,-0.021978,0
1352711991.197,0,0.003821,0.024477,-0.015951,0
1352711991.207,0,0.001934,0.012819,-0.017545,0
1352711991.218,0,-0.001258,0.023520,-0.037124,0
